Electoral District Number / No de circonscription	Electoral District Name	Nom de la circonscription	Political Affiliation	Appartenance politique	Candidate's Family Name / Nom de famille du candidat	Candidate's First Name / Prénom du candidat	 Candidate's Initial(s) / Initiale(s) du candidat	Date of Receipt of Notification of Confirmation / Date de réception de l'avis de confirmation	Time of Receipt of Notification of Confirmation / Heure de réception de l'avis de confirmation
48027	Medicine Hat--Cardston--Warner	Medicine Hat--Cardston--Warner	Conservative Party of Canada	Parti conservateur du Canada	Hillyer	Jim		20-Aug-15	4:18:00
48027	Medicine Hat--Cardston--Warner	Medicine Hat--Cardston--Warner	Green Party of Canada	Le Parti Vert du Canada	Smith	Brent		31-Aug-15	4:15:00
48027	Medicine Hat--Cardston--Warner	Medicine Hat--Cardston--Warner	Independent	Indépendant	Turner	John Clayton		01-Sep-15	1:51:00
48027	Medicine Hat--Cardston--Warner	Medicine Hat--Cardston--Warner	New Democratic Party	Nouveau Parti démocratique	Weir	Erin		04-Sep-15	3:22:00
48028	Peace River--Westlock	Peace River--Westlock	New Democratic Party	Nouveau Parti démocratique	Alexis	Cameron		26-Aug-15	4:45:00
48028	Peace River--Westlock	Peace River--Westlock	Liberal Party of Canada	Parti libéral du Canada	Brown	Chris		21-Sep-15	5:53:00
48028	Peace River--Westlock	Peace River--Westlock	Green Party of Canada	Le Parti Vert du Canada	Levac	Sabrina Lee		09-Sep-15	2:30:00
48028	Peace River--Westlock	Peace River--Westlock	Libertarian Party of Canada	Parti Libertarien du Canada	Sergeew	Jeremy		18-Sep-15	3:35:00
48028	Peace River--Westlock	Peace River--Westlock	Conservative Party of Canada	Parti conservateur du Canada	Viersen	Arnold		17-Aug-15	2:40:00
48029	Red Deer--Mountain View	Red Deer--Mountain View	Conservative Party of Canada	Parti conservateur du Canada	Dreeshen	Earl		21-Aug-15	10:30:00
48029	Red Deer--Mountain View	Red Deer--Mountain View	New Democratic Party	Nouveau Parti démocratique	Harris	Paul		14-Sep-15	4:00:00
48029	Red Deer--Mountain View	Red Deer--Mountain View	Liberal Party of Canada	Parti libéral du Canada	Kastern	Chandra Lescia		24-Sep-15	9:00:00
48029	Red Deer--Mountain View	Red Deer--Mountain View	Pirate Party of Canada	Parti Pirate du Canada	Milne	Scott		27-Sep-15	4:00:00
48029	Red Deer--Mountain View	Red Deer--Mountain View	Green Party of Canada	Le Parti Vert du Canada	Oleny	Simon		26-Sep-15	5:30:00
48029	Red Deer--Mountain View	Red Deer--Mountain View	Libertarian Party of Canada	Parti Libertarien du Canada	Walper	James		25-Sep-15	8:45:00
48030	Red Deer--Lacombe	Red Deer--Lacombe	Conservative Party of Canada	Parti conservateur du Canada	Calkins	Blaine		09-Sep-15	10:10:00
48030	Red Deer--Lacombe	Red Deer--Lacombe	New Democratic Party	Nouveau Parti démocratique	Hart	Doug		10-Sep-15	9:45:00
48030	Red Deer--Lacombe	Red Deer--Lacombe	Green Party of Canada	Le Parti Vert du Canada	Kuzyk	Les		25-Sep-15	12:10:00
48030	Red Deer--Lacombe	Red Deer--Lacombe	Liberal Party of Canada	Parti libéral du Canada	Rock	Jeff		22-Sep-15	10:20:00
48031	St. Albert--Edmonton	St. Albert--Edmonton	Conservative Party of Canada	Parti conservateur du Canada	Cooper	Michael		13-Aug-15	2:32:00
48031	St. Albert--Edmonton	St. Albert--Edmonton	Liberal Party of Canada	Parti libéral du Canada	Ghettuba	Beatrice		24-Sep-15	6:34:00
48031	St. Albert--Edmonton	St. Albert--Edmonton	New Democratic Party	Nouveau Parti démocratique	Malayko	Darlene		27-Aug-15	4:50:00
48031	St. Albert--Edmonton	St. Albert--Edmonton	Green Party of Canada	Le Parti Vert du Canada	Oldham	Andrea		16-Sep-15	1:40:00
48031	St. Albert--Edmonton	St. Albert--Edmonton	Independent	Indépendant	Rathgeber	Brent		11-Aug-15	11:42:00
48032	Sherwood Park--Fort Saskatchewan	Sherwood Park--Fort Saskatchewan	Libertarian Party of Canada	Parti Libertarien du Canada	Burry	Stephen C.		23-Sep-15	10:05:00
48032	Sherwood Park--Fort Saskatchewan	Sherwood Park--Fort Saskatchewan	New Democratic Party	Nouveau Parti démocratique	Cave	Joanne		25-Aug-15	10:00:00
48032	Sherwood Park--Fort Saskatchewan	Sherwood Park--Fort Saskatchewan	Independent	Indépendant	Ford	James		14-Sep-15	1:30:00
48032	Sherwood Park--Fort Saskatchewan	Sherwood Park--Fort Saskatchewan	Liberal Party of Canada	Parti libéral du Canada	Frank	Rod		10-Sep-15	10:15:00
48032	Sherwood Park--Fort Saskatchewan	Sherwood Park--Fort Saskatchewan	Conservative Party of Canada	Parti conservateur du Canada	Genuis	Garnett		27-Aug-15	9:10:00
48032	Sherwood Park--Fort Saskatchewan	Sherwood Park--Fort Saskatchewan	Green Party of Canada	Le Parti Vert du Canada	Harrop	Brandie		16-Aug-15	11:01:00
48033	Sturgeon River--Parkland	Sturgeon River--Parkland	Conservative Party of Canada	Parti conservateur du Canada	Ambrose	Rona		18-Aug-15	9:05:00
48033	Sturgeon River--Parkland	Sturgeon River--Parkland	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Chauvet	Ernest		27-Aug-15	2:00:00
48033	Sturgeon River--Parkland	Sturgeon River--Parkland	New Democratic Party	Nouveau Parti démocratique	Desforges	Guy		11-Sep-15	2:10:00
48033	Sturgeon River--Parkland	Sturgeon River--Parkland	Liberal Party of Canada	Parti libéral du Canada	Dueck	Travis		25-Sep-15	1:05:00
48033	Sturgeon River--Parkland	Sturgeon River--Parkland	Green Party of Canada	Le Parti Vert du Canada	Greene	Brendon		21-Sep-15	1:43:00
48034	Yellowhead	Yellowhead	Conservative Party of Canada	Parti conservateur du Canada	Eglinski	Jim		24-Aug-15	12:30:00
48034	Yellowhead	Yellowhead	New Democratic Party	Nouveau Parti démocratique	Kuzminski	Ken		17-Sep-15	8:06:00
48034	Yellowhead	Yellowhead	Libertarian Party of Canada	Parti Libertarien du Canada	Lystang	Cory		20-Aug-15	5:23:00
48034	Yellowhead	Yellowhead	Liberal Party of Canada	Parti libéral du Canada	Maguhn	Ryan		23-Sep-15	7:35:00
48034	Yellowhead	Yellowhead	Green Party of Canada	Le Parti Vert du Canada	Wolf Lange	Sandra		28-Aug-15	12:20:00
59001	Abbotsford	Abbotsford	Conservative Party of Canada	Parti conservateur du Canada	Fast	Ed		04-Sep-15	5:05:00
59001	Abbotsford	Abbotsford	Green Party of Canada	Le Parti Vert du Canada	Fowler	Stephen		17-Sep-15	2:00:00
59001	Abbotsford	Abbotsford	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	MacKay	David		04-Sep-15	4:20:00
59001	Abbotsford	Abbotsford	New Democratic Party	Nouveau Parti démocratique	Martel	Jen		05-Sep-15	9:05:00
59001	Abbotsford	Abbotsford	Liberal Party of Canada	Parti libéral du Canada	Njenga	Peter		14-Sep-15	4:30:00
59002	Burnaby North--Seymour	Burnaby-Nord--Seymour	New Democratic Party	Nouveau Parti démocratique	Baird Ellan	Carol		27-Aug-15	10:30:00
59002	Burnaby North--Seymour	Burnaby-Nord--Seymour	Liberal Party of Canada	Parti libéral du Canada	Beech	Terry		31-Aug-15	12:40:00
59002	Burnaby North--Seymour	Burnaby-Nord--Seymour	Independent	Indépendant	Chang	Helen Hee Soon		28-Sep-15	12:55:00
59002	Burnaby North--Seymour	Burnaby-Nord--Seymour	Communist Party of Canada	Parti communiste du Canada	Jantzen	Brent		21-Sep-15	3:45:00
59002	Burnaby North--Seymour	Burnaby-Nord--Seymour	Conservative Party of Canada	Parti conservateur du Canada	Little	Mike		19-Aug-15	6:00:00
59002	Burnaby North--Seymour	Burnaby-Nord--Seymour	Green Party of Canada	Le Parti Vert du Canada	Quarmby	Lynne		18-Sep-15	2:25:00
59002	Burnaby North--Seymour	Burnaby-Nord--Seymour	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Sproule	Brian		02-Sep-15	3:20:00
59002	Burnaby North--Seymour	Burnaby-Nord--Seymour	Libertarian Party of Canada	Parti Libertarien du Canada	Tylor	Chris		22-Sep-15	1:45:00
59003	Burnaby South	Burnaby-Sud	Libertarian Party of Canada	Parti Libertarien du Canada	Jaluague	Liz		27-Sep-15	2:14:00
59003	Burnaby South	Burnaby-Sud	Liberal Party of Canada	Parti libéral du Canada	Pankratz	Adam		04-Sep-15	3:17:00
59003	Burnaby South	Burnaby-Sud	Conservative Party of Canada	Parti conservateur du Canada	Seear	Grace		20-Aug-15	10:30:00
59003	Burnaby South	Burnaby-Sud	New Democratic Party	Nouveau Parti démocratique	Stewart	Kennedy		24-Aug-15	2:30:00
59003	Burnaby South	Burnaby-Sud	Green Party of Canada	Le Parti Vert du Canada	Tessari	Wyatt		20-Sep-15	4:30:00
59004	Cariboo--Prince George	Cariboo--Prince George	Liberal Party of Canada	Parti libéral du Canada	Calogheros	Tracy		03-Sep-15	3:45:00
59004	Cariboo--Prince George	Cariboo--Prince George	No Affiliation	Aucune appartenance	Campbell	Gordon		28-Sep-15	1:15:00
59004	Cariboo--Prince George	Cariboo--Prince George	Independent	Indépendant	Clare	Sheldon		21-Aug-15	11:00:00
59004	Cariboo--Prince George	Cariboo--Prince George	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	De Kroon	Adam		14-Sep-15	1:40:00
59004	Cariboo--Prince George	Cariboo--Prince George	New Democratic Party	Nouveau Parti démocratique	Derrick	Trent		09-Sep-15	6:00:00
59004	Cariboo--Prince George	Cariboo--Prince George	Conservative Party of Canada	Parti conservateur du Canada	Doherty	Todd		17-Aug-15	3:00:00
59004	Cariboo--Prince George	Cariboo--Prince George	Green Party of Canada	Le Parti Vert du Canada	Jaques	Richard Edward		11-Sep-15	11:40:00
59005	Central Okanagan--Similkameen--Nicola	Central Okanagan--Similkameen--Nicola	Conservative Party of Canada	Parti conservateur du Canada	Albas	Dan		28-Aug-15	1:45:00
59005	Central Okanagan--Similkameen--Nicola	Central Okanagan--Similkameen--Nicola	Green Party of Canada	Le Parti Vert du Canada	Mellalieu	Robert		12-Sep-15	11:15:00
59005	Central Okanagan--Similkameen--Nicola	Central Okanagan--Similkameen--Nicola	Liberal Party of Canada	Parti libéral du Canada	Scott	Karley		10-Sep-15	11:55:00
59005	Central Okanagan--Similkameen--Nicola	Central Okanagan--Similkameen--Nicola	New Democratic Party	Nouveau Parti démocratique	Wood	Angelique		28-Aug-15	9:10:00
59006	Chilliwack--Hope	Chilliwack--Hope	Green Party of Canada	Le Parti Vert du Canada	Cheney	Thomas		03-Sep-15	5:00:00
59006	Chilliwack--Hope	Chilliwack--Hope	Liberal Party of Canada	Parti libéral du Canada	De Jaeger	Louis		12-Sep-15	9:00:00
59006	Chilliwack--Hope	Chilliwack--Hope	Libertarian Party of Canada	Parti Libertarien du Canada	Johnson	Alexander		24-Sep-15	2:00:00
59006	Chilliwack--Hope	Chilliwack--Hope	New Democratic Party	Nouveau Parti démocratique	MacPherson	Seonaigh		03-Sep-15	7:35:00
59006	Chilliwack--Hope	Chilliwack--Hope	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	O'Donnell	Dorothy-Jean		02-Sep-15	5:30:00
59006	Chilliwack--Hope	Chilliwack--Hope	Conservative Party of Canada	Parti conservateur du Canada	Strahl	Mark		20-Aug-15	10:05:00
59007	Cloverdale--Langley City	Cloverdale--Langley City	Liberal Party of Canada	Parti libéral du Canada	Aldag	John		11-Sep-15	3:30:00
59007	Cloverdale--Langley City	Cloverdale--Langley City	Green Party of Canada	Le Parti Vert du Canada	Anderson	Scott		11-Sep-15	12:10:00
59007	Cloverdale--Langley City	Cloverdale--Langley City	Conservative Party of Canada	Parti conservateur du Canada	Drysdale	Dean		21-Aug-15	9:20:00
59007	Cloverdale--Langley City	Cloverdale--Langley City	New Democratic Party	Nouveau Parti démocratique	Smith	Rebecca		11-Sep-15	5:15:00
59008	Coquitlam--Port Coquitlam	Coquitlam--Port Coquitlam	Libertarian Party of Canada	Parti Libertarien du Canada	Dahlby	Lewis Clarke		22-Sep-15	2:30:00
59008	Coquitlam--Port Coquitlam	Coquitlam--Port Coquitlam	Conservative Party of Canada	Parti conservateur du Canada	Horne	Douglas		25-Aug-15	4:00:00
59008	Coquitlam--Port Coquitlam	Coquitlam--Port Coquitlam	Liberal Party of Canada	Parti libéral du Canada	McKinnon	Ron		23-Aug-15	10:25:00
59008	Coquitlam--Port Coquitlam	Coquitlam--Port Coquitlam	Green Party of Canada	Le Parti Vert du Canada	Nickason	Brad		02-Sep-15	1:00:00
59008	Coquitlam--Port Coquitlam	Coquitlam--Port Coquitlam	New Democratic Party	Nouveau Parti démocratique	Norman	Sara		27-Aug-15	1:30:00
59009	Courtenay--Alberni	Courtenay--Alberni	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Biley	Barbara		03-Sep-15	10:00:00
59009	Courtenay--Alberni	Courtenay--Alberni	Conservative Party of Canada	Parti conservateur du Canada	Duncan	John		23-Aug-15	5:00:00
59009	Courtenay--Alberni	Courtenay--Alberni	New Democratic Party	Nouveau Parti démocratique	Johns	Gord		27-Aug-15	11:40:00
59009	Courtenay--Alberni	Courtenay--Alberni	Liberal Party of Canada	Parti libéral du Canada	Powell-Davidson	Carrie		01-Sep-15	10:50:00
59009	Courtenay--Alberni	Courtenay--Alberni	Green Party of Canada	Le Parti Vert du Canada	Sollitt	Glenn		20-Aug-15	10:05:00
59010	Cowichan--Malahat--Langford	Cowichan--Malahat--Langford	Conservative Party of Canada	Parti conservateur du Canada	Barker	Martin		03-Sep-15	10:20:00
59010	Cowichan--Malahat--Langford	Cowichan--Malahat--Langford	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Haythornthwaite	Alastair		23-Sep-15	1:29:00
59010	Cowichan--Malahat--Langford	Cowichan--Malahat--Langford	Green Party of Canada	Le Parti Vert du Canada	Hunt-Jinnouchi	Fran		17-Sep-15	10:57:00
59010	Cowichan--Malahat--Langford	Cowichan--Malahat--Langford	Liberal Party of Canada	Parti libéral du Canada	Krayenhoff	Luke		28-Sep-15	1:34:00
59010	Cowichan--Malahat--Langford	Cowichan--Malahat--Langford	New Democratic Party	Nouveau Parti démocratique	MacGregor	Alistair		28-Aug-15	11:40:00
59011	Delta	Delta	Green Party of Canada	Le Parti Vert du Canada	Devellano	Anthony Edward		28-Sep-15	12:45:00
59011	Delta	Delta	Conservative Party of Canada	Parti conservateur du Canada	Findlay	Kerry-Lynne		25-Aug-15	4:51:00
59011	Delta	Delta	New Democratic Party	Nouveau Parti démocratique	Leveque	Jeremy		25-Aug-15	1:00:00
59011	Delta	Delta	Liberal Party of Canada	Parti libéral du Canada	Qualtrough	Carla		12-Sep-15	9:21:00
59012	Fleetwood--Port Kells	Fleetwood--Port Kells	New Democratic Party	Nouveau Parti démocratique	Begg	Garry		31-Aug-15	5:00:00
59012	Fleetwood--Port Kells	Fleetwood--Port Kells	Conservative Party of Canada	Parti conservateur du Canada	Grewal	Nina		04-Sep-15	5:00:00
59012	Fleetwood--Port Kells	Fleetwood--Port Kells	Liberal Party of Canada	Parti libéral du Canada	Hardie	Ken		11-Sep-15	7:00:00
59012	Fleetwood--Port Kells	Fleetwood--Port Kells	Green Party of Canada	Le Parti Vert du Canada	Hosein	Richard		25-Sep-15	5:35:00
59013	Kamloops--Thompson--Cariboo	Kamloops--Thompson--Cariboo	Green Party of Canada	Le Parti Vert du Canada	Greenwood	Matthew		25-Aug-15	3:25:00
59013	Kamloops--Thompson--Cariboo	Kamloops--Thompson--Cariboo	Conservative Party of Canada	Parti conservateur du Canada	McLeod	Cathy		13-Aug-15	3:10:00
59013	Kamloops--Thompson--Cariboo	Kamloops--Thompson--Cariboo	Liberal Party of Canada	Parti libéral du Canada	Powrie	Steve		03-Sep-15	12:25:00
59013	Kamloops--Thompson--Cariboo	Kamloops--Thompson--Cariboo	New Democratic Party	Nouveau Parti démocratique	Sundhu	Bill		19-Aug-15	12:45:00
59014	Kelowna--Lake Country	Kelowna--Lake Country	New Democratic Party	Nouveau Parti démocratique	Bowman	Norah Mary		27-Aug-15	11:40:00
59014	Kelowna--Lake Country	Kelowna--Lake Country	Conservative Party of Canada	Parti conservateur du Canada	Cannan	Ron		27-Aug-15	11:54:00
59014	Kelowna--Lake Country	Kelowna--Lake Country	Liberal Party of Canada	Parti libéral du Canada	Fuhr	Stephen		23-Aug-15	1:28:00
59015	Kootenay--Columbia	Kootenay--Columbia	Green Party of Canada	Le Parti Vert du Canada	Green	Bill		14-Aug-15	2:45:00
59015	Kootenay--Columbia	Kootenay--Columbia	Liberal Party of Canada	Parti libéral du Canada	Johnston	Don		01-Sep-15	10:16:00
59015	Kootenay--Columbia	Kootenay--Columbia	New Democratic Party	Nouveau Parti démocratique	Stetski	Wayne		08-Sep-15	3:20:00
59015	Kootenay--Columbia	Kootenay--Columbia	Conservative Party of Canada	Parti conservateur du Canada	Wilks	David		25-Aug-15	2:40:00
59016	Langley--Aldergrove	Langley--Aldergrove	Green Party of Canada	Le Parti Vert du Canada	Dhillon	Simmi Saminder Kaur		27-Sep-15	2:26:00
59016	Langley--Aldergrove	Langley--Aldergrove	Liberal Party of Canada	Parti libéral du Canada	Jensen	Leon		11-Sep-15	6:10:00
59016	Langley--Aldergrove	Langley--Aldergrove	New Democratic Party	Nouveau Parti démocratique	Sangster	Margot		03-Sep-15	1:35:00
59016	Langley--Aldergrove	Langley--Aldergrove	Libertarian Party of Canada	Parti Libertarien du Canada	Southern	Lauren		27-Sep-15	1:55:00
59016	Langley--Aldergrove	Langley--Aldergrove	Conservative Party of Canada	Parti conservateur du Canada	Warawa	Mark		19-Aug-15	11:08:00
59017	Mission--Matsqui--Fraser Canyon	Mission--Matsqui--Fraser Canyon	New Democratic Party	Nouveau Parti démocratique	Adamson	Dennis		18-Sep-15	10:32:00
59017	Mission--Matsqui--Fraser Canyon	Mission--Matsqui--Fraser Canyon	Green Party of Canada	Le Parti Vert du Canada	Green	Arthur Alexander		19-Aug-15	11:00:00
59017	Mission--Matsqui--Fraser Canyon	Mission--Matsqui--Fraser Canyon	Independent	Indépendant	Scott	Wyatt		09-Sep-15	5:49:00
59017	Mission--Matsqui--Fraser Canyon	Mission--Matsqui--Fraser Canyon	Liberal Party of Canada	Parti libéral du Canada	Sidhu	Jati		04-Sep-15	3:42:00
59017	Mission--Matsqui--Fraser Canyon	Mission--Matsqui--Fraser Canyon	Conservative Party of Canada	Parti conservateur du Canada	Vis	Brad		01-Sep-15	2:00:00
59017	Mission--Matsqui--Fraser Canyon	Mission--Matsqui--Fraser Canyon	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Wismer	Elaine		03-Sep-15	2:00:00
59018	Nanaimo--Ladysmith	Nanaimo--Ladysmith	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	East	Jack		16-Sep-15	1:35:00
59018	Nanaimo--Ladysmith	Nanaimo--Ladysmith	Conservative Party of Canada	Parti conservateur du Canada	MacDonald	Mark Allen		26-Aug-15	12:20:00
59018	Nanaimo--Ladysmith	Nanaimo--Ladysmith	New Democratic Party	Nouveau Parti démocratique	Malcolmson	Sheila		27-Aug-15	3:30:00
59018	Nanaimo--Ladysmith	Nanaimo--Ladysmith	Green Party of Canada	Le Parti Vert du Canada	Manly	Paul		26-Aug-15	11:30:00
59018	Nanaimo--Ladysmith	Nanaimo--Ladysmith	Liberal Party of Canada	Parti libéral du Canada	Tessier	Tim		17-Sep-15	6:00:00
59019	New Westminster--Burnaby	New Westminster--Burnaby	Libertarian Party of Canada	Parti Libertarien du Canada	Brocki	Rex		28-Sep-15	3:30:00
59019	New Westminster--Burnaby	New Westminster--Burnaby	Conservative Party of Canada	Parti conservateur du Canada	Ellis	Chloé		09-Sep-15	8:00:00
59019	New Westminster--Burnaby	New Westminster--Burnaby	New Democratic Party	Nouveau Parti démocratique	Julian	Peter		24-Aug-15	4:00:00
59019	New Westminster--Burnaby	New Westminster--Burnaby	Liberal Party of Canada	Parti libéral du Canada	Ramnarine	Sasha		02-Sep-15	10:30:00
59019	New Westminster--Burnaby	New Westminster--Burnaby	Green Party of Canada	Le Parti Vert du Canada	Routledge	Kyle		24-Aug-15	3:00:00
59019	New Westminster--Burnaby	New Westminster--Burnaby	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Theriault	Joseph		02-Sep-15	3:00:00
59020	North Okanagan--Shuswap	North Okanagan--Shuswap	Conservative Party of Canada	Parti conservateur du Canada	Arnold	Mel		21-Aug-15	9:20:00
59020	North Okanagan--Shuswap	North Okanagan--Shuswap	Liberal Party of Canada	Parti libéral du Canada	Derkaz	Cindy		28-Aug-15	5:15:00
59020	North Okanagan--Shuswap	North Okanagan--Shuswap	Green Party of Canada	Le Parti Vert du Canada	George	Chris		11-Sep-15	12:45:00
59020	North Okanagan--Shuswap	North Okanagan--Shuswap	New Democratic Party	Nouveau Parti démocratique	Gingras	Jacqui		24-Aug-15	5:00:00
59021	North Vancouver	North Vancouver	Independent	Indépendant	Azad	Payam		17-Sep-15	1:25:00
59021	North Vancouver	North Vancouver	Green Party of Canada	Le Parti Vert du Canada	Martin	Claire		18-Aug-15	1:00:00
59021	North Vancouver	North Vancouver	Conservative Party of Canada	Parti conservateur du Canada	Saxton	Andrew		21-Aug-15	5:00:00
59021	North Vancouver	North Vancouver	New Democratic Party	Nouveau Parti démocratique	Thomas	Carleen		27-Aug-15	5:30:00
59021	North Vancouver	North Vancouver	Liberal Party of Canada	Parti libéral du Canada	Wilkinson	Jonathan		18-Aug-15	10:00:00
59021	North Vancouver	North Vancouver	Libertarian Party of Canada	Parti Libertarien du Canada	Yetisen	Ismet		24-Sep-15	10:15:00
59022	Pitt Meadows--Maple Ridge	Pitt Meadows--Maple Ridge	New Democratic Party	Nouveau Parti démocratique	D'Eith	Bob		08-Sep-15	10:45:00
59022	Pitt Meadows--Maple Ridge	Pitt Meadows--Maple Ridge	Conservative Party of Canada	Parti conservateur du Canada	Murray	Mike		26-Aug-15	10:10:00
59022	Pitt Meadows--Maple Ridge	Pitt Meadows--Maple Ridge	Independent	Indépendant	Ranta	Steve		31-Aug-15	2:15:00
59022	Pitt Meadows--Maple Ridge	Pitt Meadows--Maple Ridge	Liberal Party of Canada	Parti libéral du Canada	Ruimy	Dan		11-Sep-15	4:45:00
